folio,sitio,tipificacion,carbono_arboles
1936,3,Monitoreo,NULL
1936,4,Monitoreo,NULL
1940,1,Inicial,0
1940,2,Inicial,0
1940,3,Inicial,0
1940,4,Inicial,0
1944,1,Inicial,0
1944,2,Inicial,0
1944,3,Inicial,0
1944,4,Inicial,0
1948,1,Inicial,0
1948,2,Inicial,0
1948,3,Inicial,0
1948,4,Inicial,0.0319231
1952,1,Inicial,0
1952,2,Inicial,0
1952,3,Inicial,0
1952,4,Inicial,0
1956,1,Monitoreo,NULL
1956,2,Monitoreo,NULL
1956,3,Monitoreo,NULL
1956,4,Monitoreo,NULL
2067,1,Inicial,0
2067,2,Inicial,0.0207791
2067,3,Inicial,0.0353487
2067,4,Inicial,0
2069,1,Monitoreo,NULL
2069,2,Monitoreo,NULL
2069,3,Monitoreo,NULL
2069,4,Monitoreo,NULL
2071,1,Monitoreo,NULL
2071,2,Monitoreo,NULL
2071,3,Monitoreo,NULL
2071,4,Monitoreo,NULL
2073,1,Inaccesible (social),NULL
2073,2,Monitoreo,NULL
2073,3,Monitoreo,NULL
2073,4,Monitoreo,NULL
2075,1,Reemplazo,0.0152931
2075,2,Reemplazo,0
2075,3,Reemplazo,0.0227878
2075,4,Reemplazo,0.01966191
2077,1,Inicial,0.03344832
2077,2,Inicial,0.00710297
2077,3,Inicial,0
2077,4,Inicial,0.01540827
2079,1,Monitoreo,NULL
2079,2,Monitoreo,NULL
2079,3,Monitoreo,NULL
2079,4,Monitoreo,NULL
2102,1,Inicial,0
2102,2,Inicial,0.0492145
2102,3,Inicial,0
2102,4,Inicial,0
2122,1,Inicial,0.05441416
2122,2,Inicial,0.0157078
2122,3,Inicial,0.02466129
2122,4,Inicial,0
2168,1,Inicial,0
2168,2,Inicial,0
2168,3,Inicial,0
2168,4,Inicial,0
2182,1,Monitoreo,NULL
2182,2,Monitoreo,NULL
2182,3,Monitoreo,NULL
2182,4,Monitoreo,NULL
2272,1,Inicial,0
2272,2,Inicial,0
2272,3,Inicial,0
2272,4,Inicial,0
2276,1,Inicial,0
2276,2,Inicial,0
2276,3,Inicial,0
2276,4,Inicial,0
2278,1,Reemplazo,0
2278,2,Reemplazo,0
2278,3,Reemplazo,0
2278,4,Reemplazo,0
2280,1,Reemplazo,0
2280,2,Reemplazo,0
2280,3,Reemplazo,0
2280,4,Reemplazo,0
2282,1,Inicial,0
2282,2,Inicial,0
2282,3,Inicial,0.0054235
2282,4,Inicial,0
2284,1,Reemplazo,0
2284,2,Reemplazo,0.0377875
2284,3,Reemplazo,0
2284,4,Reemplazo,0.0205954
2286,1,Reemplazo,0.348642
2286,2,Reemplazo,2.13502
2286,3,Reemplazo,2.1951
2286,4,Reemplazo,2.8130311
2287,1,Reemplazo,3.1367455
2287,2,Reemplazo,1.893869
2287,3,Reemplazo,0.57635826
2287,4,Reemplazo,1.597223
2288,1,Monitoreo,NULL
2288,2,Monitoreo,NULL
2288,3,Monitoreo,NULL
2288,4,Monitoreo,NULL
2292,1,Inicial,0
2292,2,Inicial,0.00570078
2292,3,Inicial,0
2292,4,Inicial,0
2296,1,Inicial,0.0128383
2296,2,Inicial,0
2296,3,Inicial,0.0083468
2296,4,Inicial,0
2299,1,Inicial,0
2299,2,Inicial,0
2299,3,Inicial,0
2299,4,Inicial,0
2303,1,Inicial,0
2303,2,Inicial,0
2303,3,Inicial,0
2303,4,Inicial,0
2307,1,Inicial,0
2307,2,Inicial,0
2307,3,Inicial,0
2307,4,Inicial,0
2311,1,Inicial,0
2311,2,Inicial,0.00649206
2311,3,Inicial,0
2311,4,Inicial,0
2315,1,Inicial,0.01815374
2315,2,Inicial,0
2315,3,Inicial,0
2315,4,Inicial,0.01782439
2317,1,Inicial,0
2317,2,Inicial,0.0319231
2317,3,Inicial,0.00428997
2317,4,Inicial,0.01053824
2319,1,Inicial,0.09138548
2319,2,Inicial,0.14311279
2319,3,Inicial,0.0221409
2319,4,Inicial,0.0265689
2323,1,Monitoreo,NULL
2323,2,Monitoreo,NULL
2323,3,Monitoreo,NULL
2323,4,Monitoreo,NULL
2327,1,Inicial,0
2327,2,Inicial,0.00615709
2327,3,Inicial,0
2327,4,Inicial,0
2331,1,Monitoreo,NULL
2331,2,Monitoreo,NULL
2331,3,Monitoreo,NULL
2331,4,Monitoreo,NULL
2335,1,Monitoreo,NULL
2335,2,Monitoreo,NULL
2335,3,Monitoreo,NULL
2335,4,Monitoreo,NULL
2339,1,Inicial,0
2339,2,Monitoreo,NULL
2339,3,Monitoreo,NULL
2339,4,Monitoreo,NULL
2343,1,Inicial,0
2343,2,Inicial,0
2343,3,Inicial,0
2343,4,Inicial,0
2347,1,Monitoreo,NULL
2347,2,Monitoreo,NULL
2347,3,Monitoreo,NULL
2347,4,Monitoreo,NULL
2351,1,Monitoreo,NULL
2351,2,Monitoreo,NULL
2351,3,Monitoreo,NULL
2351,4,Monitoreo,NULL
2355,1,Inicial,0
2355,2,Inicial,0
2355,3,Inicial,0
2355,4,Inicial,0
2359,1,Inicial,0
2359,2,Inicial,0
2359,3,Inicial,0
2359,4,Inicial,0
2363,1,Inicial,0.0319231
2363,2,Inicial,0.0957693
2363,3,Inicial,0
2363,4,Inicial,0.1813388
2367,1,Inicial,0
2367,2,Inicial,0
2367,3,Inicial,0
2367,4,Inicial,0
2371,1,Inicial,0
2371,2,Inicial,0
2371,3,Inicial,0
2371,4,Inicial,0
2375,1,Monitoreo,NULL
2375,2,Monitoreo,NULL
2375,3,Monitoreo,NULL
2375,4,Monitoreo,NULL
2377,1,Inicial,0
2377,2,Monitoreo,NULL
2377,3,Monitoreo,NULL
2377,4,Monitoreo,NULL
2389,1,Inicial,1.8010446
2389,2,Inicial,0.3045757
2389,3,Inicial,0.32684999
2389,4,Inicial,0.876819
2390,1,Inicial,0
2390,2,Inicial,0
2390,3,Inicial,0
2390,4,Inicial,0
2391,1,Inicial,1.9952845
2391,2,Inicial,1.8312304
2391,3,Inicial,3.44128
2391,4,Inicial,1.50977677
2425,1,Monitoreo,NULL
2425,2,Monitoreo,NULL
2425,3,Monitoreo,NULL
2425,4,Monitoreo,NULL
2441,1,Monitoreo,NULL
2441,2,Monitoreo,NULL
2441,3,Monitoreo,NULL
2441,4,Monitoreo,NULL
2443,1,Monitoreo,NULL
2443,2,Monitoreo,NULL
2443,3,Monitoreo,NULL
2443,4,Monitoreo,NULL
2449,1,Inicial,0.7009002
2449,2,Inicial,1.09249357
2449,3,Inicial,0.64116562
2449,4,Inicial,0.4079148
2496,1,Reemplazo,0
2496,2,Reemplazo,0
2496,3,Reemplazo,0
2496,4,Reemplazo,0
2498,1,Reemplazo,0.0535234
2498,2,Reemplazo,0
2498,3,Reemplazo,0
2498,4,Reemplazo,0
2500,1,Monitoreo,NULL
2500,2,Monitoreo,NULL
2500,3,Monitoreo,NULL
2500,4,Monitoreo,NULL
2502,1,Reemplazo,1.44935
2502,2,Reemplazo,3.016392
2502,3,Reemplazo,5.812455
2502,4,Reemplazo,2.15121
2503,1,Reemplazo,1.865573
2503,2,Reemplazo,0.2846294
2503,3,Reemplazo,0
2503,4,Reemplazo,0.28728986
2504,1,Inicial,0.254337
2504,2,Inicial,3.9130166
2504,3,Inicial,3.3623024
2504,4,Inicial,7.16949
2506,1,Monitoreo,NULL
2506,2,Monitoreo,NULL
2506,3,Monitoreo,NULL
2506,4,Monitoreo,NULL
2534,1,Inicial,0.00613439
2534,2,Inicial,0.017216
2534,3,Inicial,0.0383151
2534,4,Inicial,0.00490006
2537,1,Monitoreo,NULL
2537,2,Monitoreo,NULL
2537,3,Monitoreo,NULL
2537,4,Monitoreo,NULL
2538,1,Inicial,0
2538,2,Inicial,0
2538,3,Inicial,0
2538,4,Inicial,0
2540,1,Inicial,0.04114853
2540,2,Inicial,0.02599683
2540,3,Inicial,0.04673511
2540,4,Inicial,0.01382556
2542,1,Inicial,0.06705859
2542,2,Inicial,0
2542,3,Inicial,0.04625176
2542,4,Inicial,0
2544,1,Inicial,0.10213569
2544,2,Inicial,0.06712392
2544,3,Inicial,0.0347533
2544,4,Inicial,0.03811168
2552,1,Monitoreo,NULL
2552,2,Monitoreo,NULL
2552,3,Monitoreo,NULL
2552,4,Monitoreo,NULL
2554,1,Monitoreo,NULL
2554,2,Monitoreo,NULL
2554,3,Monitoreo,NULL
2554,4,Monitoreo,NULL
2555,1,Inicial,0.5133096
2555,2,Inicial,0.3728606
2555,3,Inicial,0.5652916
2555,4,Inicial,0.57067648
2556,1,Inicial,0.02114775
2556,2,Inicial,0
2556,3,Inicial,0.0305583
2556,4,Inicial,0.03467
2559,1,Inicial,0
2559,2,Inicial,0.054905
2559,3,Inicial,0
2559,4,Inicial,0
2560,1,Inicial,0.24778606
2560,2,Inicial,0.2063656
2560,3,Inicial,0.20304603
2560,4,Inicial,0.1867183
2561,1,Inicial,0.1117948
2561,2,Monitoreo,NULL
2561,3,Inicial,0.41619301
2561,4,Monitoreo,NULL
2562,1,Inicial,0.0956801
2562,2,Inicial,0.0333342
2562,3,Inicial,0.4484052
2562,4,Inicial,0.9118992
2565,1,Inicial,0.60278492
2565,2,Inicial,0.57284432
2565,3,Inicial,0.5599194
2565,4,Inicial,0.5929044
2595,1,Inicial,0
2595,2,Inicial,0
2595,3,Inicial,0
2595,4,Inicial,0
2632,1,Monitoreo,NULL
2632,2,Monitoreo,NULL
2632,3,Monitoreo,NULL
2632,4,Monitoreo,NULL
2633,1,Reemplazo,0.3677202
2633,2,Reemplazo,0.04828
2633,3,Monitoreo,NULL
2633,4,Reemplazo,3.42776
2634,1,Monitoreo,NULL
2634,2,Monitoreo,NULL
2634,3,Monitoreo,NULL
2634,4,Monitoreo,NULL
2635,1,Monitoreo,NULL
2635,2,Monitoreo,NULL
2635,3,Monitoreo,NULL
2635,4,Monitoreo,NULL
2688,1,Inicial,0.2610435
2688,2,Inicial,0.1013363
2688,3,Inicial,0.04679651
2688,4,Inicial,0.39881815
2690,1,Inicial,0.0106415
2690,2,Inicial,0.08934686
2690,3,Inicial,0.07138886
2690,4,Inicial,0.12731902
2692,1,Inicial,0.91365335
2692,2,Inicial,0.0408576
2692,3,Inicial,0.17633828
2692,4,Inicial,0.29527228
2693,1,Inicial,0.3659052
2693,2,Inicial,0.4074918
2693,3,Inicial,0.2670998
2693,4,Inicial,0.57553901
2695,1,Inicial,0.50821073
2695,2,Inicial,0.21888063
2695,3,Inicial,0.39712141
2695,4,Inicial,0.8212999
2705,1,Inicial,0.93146922
2705,2,Inicial,0.98251531
2705,3,Inicial,0.68266282
2705,4,Monitoreo,NULL
2729,1,Inicial,0.72864206
2729,2,Inicial,0.25942784
2729,3,Inicial,0.43066602
2729,4,Inicial,0.25696285
2774,1,Monitoreo,NULL
2774,2,Monitoreo,NULL
2774,3,Monitoreo,NULL
2774,4,Monitoreo,NULL
2776,1,Inicial,0
2776,2,Inicial,0
2776,3,Inicial,0
2776,4,Inicial,0
2778,1,Inicial,0
2778,2,Inicial,0
2778,3,Inicial,0
2778,4,Inicial,0
2780,1,Reemplazo,0
2780,2,Reemplazo,0
2780,3,Reemplazo,0
2780,4,Reemplazo,0
2782,1,Reemplazo,0
2782,2,Reemplazo,0
2782,3,Reemplazo,0
2782,4,Reemplazo,0.01778895
2784,1,Monitoreo,NULL
2784,2,Monitoreo,NULL
2784,3,Monitoreo,NULL
2784,4,Monitoreo,NULL
2785,1,Monitoreo,NULL
2785,2,Monitoreo,NULL
2785,3,Monitoreo,NULL
2785,4,Monitoreo,NULL
2786,1,Monitoreo,NULL
2786,2,Monitoreo,NULL
2786,3,Monitoreo,NULL
2786,4,Monitoreo,NULL
2787,1,Monitoreo,NULL
2787,2,Monitoreo,NULL
2787,3,Monitoreo,NULL
2787,4,Monitoreo,NULL
2790,1,Inicial,0.0065297
2790,2,Inicial,0.02324708
2790,3,Inicial,0.0324379
2790,4,Inicial,0.00635101
2794,1,Monitoreo,NULL
2794,2,Monitoreo,NULL
2794,3,Monitoreo,NULL
2794,4,Monitoreo,NULL
2798,1,Inicial,0
2798,2,Inicial,0
2798,3,Inicial,0
2798,4,Inicial,0
2802,1,Inicial,0
2802,2,Inicial,0
2802,3,Inicial,0
2802,4,Inicial,0
2806,1,Inicial,0
2806,2,Inicial,0.0319231
2806,3,Inicial,0
2806,4,Inicial,0.0096427
2810,1,Inicial,0
2810,2,Inicial,0.02086674
2810,3,Inicial,0
2810,4,Inicial,0.0244441
2814,1,Monitoreo,NULL
2814,2,Monitoreo,NULL
2814,3,Monitoreo,NULL
2814,4,Monitoreo,NULL
2818,1,Inicial,0
2818,2,Inicial,0.0119923
2818,3,Inicial,0
2818,4,Inicial,0
2822,1,Inicial,0.02812057
2822,2,Inicial,0.06377529
2822,3,Inicial,0.04031756
2822,4,Inicial,0.19986983
2826,1,Inicial,0.27044706
2826,2,Inicial,0.16464866
2826,3,Inicial,0.23119726
2826,4,Inicial,0.20363231
2828,1,Inicial,0.01304498
2828,2,Inicial,0.00511416
2828,3,Inicial,0
2828,4,Inicial,0.01153814
2830,1,Inicial,0
2830,2,Inicial,0
2830,3,Inicial,0
2830,4,Inicial,0.06026034
2834,1,Inicial,0
2834,2,Inicial,0
2834,3,Inicial,0.01080002
2834,4,Inicial,0.01574446
2836,1,Monitoreo,NULL
2836,2,Monitoreo,NULL
2836,3,Monitoreo,NULL
2836,4,Monitoreo,NULL
2837,1,Monitoreo,NULL
2837,2,Monitoreo,NULL
2837,3,Monitoreo,NULL
2837,4,Monitoreo,NULL
2838,1,Inicial,0.2489121
2838,2,Inicial,0.5762453
2838,3,Inicial,0.54382207
2838,4,Inicial,0.1163583
2841,1,Inicial,0.283486
2841,2,Inicial,0
2841,3,Inicial,0.373977
2841,4,Inicial,0.7498707
2842,1,Monitoreo,NULL
2842,2,Monitoreo,NULL
2842,3,Monitoreo,NULL
2842,4,Monitoreo,NULL
2844,1,Inicial,0
2844,2,Inicial,0
2844,3,Inicial,0
2844,4,Inicial,0.0183224
2846,1,Monitoreo,NULL
2846,2,Monitoreo,NULL
2846,3,Monitoreo,NULL
2846,4,Monitoreo,NULL
2850,1,Monitoreo,NULL
2850,2,Monitoreo,NULL
2850,3,Monitoreo,NULL
2850,4,Monitoreo,NULL
2854,1,Monitoreo,NULL
2854,2,Monitoreo,NULL
2854,3,Monitoreo,NULL
2854,4,Monitoreo,NULL
2858,1,Monitoreo,NULL
2858,2,Monitoreo,NULL
2858,3,Monitoreo,NULL
2858,4,Monitoreo,NULL
2862,1,Inicial,0
2862,2,Inicial,0
2862,3,Inicial,0
2862,4,Inicial,0
2866,1,Inicial,0
2866,2,Inicial,0
2866,3,Inicial,0
2866,4,Inicial,0
2870,1,Monitoreo,NULL
2870,2,Monitoreo,NULL
2870,3,Monitoreo,NULL
2870,4,Monitoreo,NULL
2874,1,Inicial,0
2874,2,Inicial,0
2874,3,Inicial,0
2874,4,Inicial,0
2878,1,Inicial,0
2878,2,Inicial,0.03949137
2878,3,Monitoreo,NULL
2878,4,Inicial,0.1146685
2880,1,Inicial,0
2880,2,Inicial,0.07743246
2880,3,Inicial,0.5312559
2880,4,Inicial,0.18238225
2881,1,Inicial,0
2881,2,Inicial,0
2881,3,Inicial,0.0108523
2881,4,Inicial,0
2882,1,Reemplazo,0
2882,2,Reemplazo,0.00701902
2882,3,Reemplazo,0
2882,4,Reemplazo,0
2883,1,Inicial,1.89450204
2883,2,Inicial,1.2461774
2883,3,Inicial,2.4909547
2883,4,Inicial,1.0469818
2886,1,Inicial,0
2886,2,Inicial,0
2886,3,Inicial,0
2886,4,Inicial,0
2890,1,Monitoreo,NULL
2890,2,Monitoreo,NULL
2890,3,Monitoreo,NULL
2890,4,Monitoreo,NULL
2894,1,Monitoreo,NULL
2894,2,Monitoreo,NULL
2894,3,Monitoreo,NULL
2894,4,Monitoreo,NULL
2898,1,Inicial,0
2898,2,Inicial,0
2898,3,Inicial,0
2898,4,Inicial,0
2902,1,Inicial,0
2902,2,Inicial,0
2902,3,Inicial,0
2902,4,Inicial,0
2906,1,Inicial,0
2906,2,Inicial,0
2906,3,Inicial,0
2906,4,Inicial,0
2910,1,Inicial,0
2910,2,Inicial,0
2910,3,Inicial,0
2910,4,Inicial,0
2914,1,Inicial,0
2914,2,Inicial,0
2914,3,Inicial,0
2914,4,Inicial,0
2918,1,Inicial,0
2918,2,Inicial,0.0185877
2918,3,Inicial,0
2918,4,Inicial,0
2922,1,Inicial,0
2922,2,Inicial,0
2922,3,Inicial,0
2922,4,Inicial,0
2926,1,Inicial,0
2926,2,Inicial,0
2926,3,Inicial,0
2926,4,Inicial,0
2930,1,Inicial,0
2930,2,Inicial,0
2930,3,Inicial,0
2930,4,Inicial,0
2934,1,Monitoreo,NULL
2934,2,Monitoreo,NULL
2934,3,Monitoreo,NULL
2934,4,Monitoreo,NULL
2948,1,Inaccesible (pendiente),NULL
2948,2,Monitoreo,NULL
2948,3,Monitoreo,NULL
2948,4,Monitoreo,NULL
2976,1,Inicial,0
2976,2,Inicial,0
2976,3,Inicial,0.0172207
2976,4,Inicial,0
2999,1,Inicial,0
2999,2,Inicial,0
2999,3,Inicial,0
2999,4,Inicial,0.2762402
3002,1,Inicial,0.3693768
3002,2,Inicial,1.0771202
3002,3,Inicial,0.2745328
3002,4,Inicial,0.3539427
3005,1,Inicial,0.1569046
3005,2,Inicial,0.6320898
3005,3,Inicial,0.60091726
3005,4,Inicial,1.3941588
3006,1,Inicial,0.45582352
3006,2,Inicial,0.3211181
3006,3,Inicial,0.1752174
3006,4,Inicial,0.85552977
3007,1,Inicial,0.3303322
3007,2,Inicial,1.2190523
3007,3,Inicial,0.8224531
3007,4,Inicial,0.2816714
3009,1,Inicial,0.0622524
3009,2,Inicial,0.1016963
3009,3,Inicial,0.0525764
3009,4,Inicial,0.3711694
3010,1,Inicial,0.02195208
3010,2,Inicial,0.0380079
3010,3,Inicial,0
3010,4,Inicial,0.0092398
3011,1,Monitoreo,NULL
3011,2,Monitoreo,NULL
3011,3,Monitoreo,NULL
3011,4,Monitoreo,NULL
3012,1,Monitoreo,NULL
3012,2,Monitoreo,NULL
3012,3,Monitoreo,NULL
3012,4,Monitoreo,NULL
3042,1,Reemplazo,0.2384816
3042,2,Reemplazo,0.43629832
3042,3,Reemplazo,0.00978598
3042,4,Reemplazo,0.86138911
3043,1,Monitoreo,NULL
3043,2,Monitoreo,NULL
3043,3,Monitoreo,NULL
3043,4,Monitoreo,NULL
3045,1,Inicial,1.15607
3045,2,Inicial,0
3045,3,Inicial,0.2400736
3045,4,Inicial,0.2105674
3100,1,Inicial,0
3100,2,Inicial,0
3100,3,Inicial,0
3100,4,Inicial,0
3102,1,Reemplazo,0.0439793
3102,2,Reemplazo,0
3102,3,Reemplazo,0.02110898
3102,4,Reemplazo,0.02758438
3103,1,Inicial,0
3103,2,Inicial,0
3103,3,Inicial,0
3103,4,Inicial,0
3105,1,Inicial,0
3105,2,Inicial,0
3105,3,Inicial,0
3105,4,Inicial,0
3107,1,Monitoreo,NULL
3107,2,Monitoreo,NULL
3107,3,Monitoreo,NULL
3107,4,Monitoreo,NULL
3109,1,Monitoreo,NULL
3109,2,Monitoreo,NULL
3109,3,Monitoreo,NULL
3109,4,Monitoreo,NULL
3111,1,Monitoreo,NULL
3111,2,Monitoreo,NULL
3111,3,Monitoreo,NULL
3111,4,Monitoreo,NULL
3113,1,Monitoreo,NULL
3113,2,Monitoreo,NULL
3113,3,Monitoreo,NULL
3113,4,Monitoreo,NULL
3134,1,Inicial,0.00956143
3134,2,Inicial,0
3134,3,Inicial,0.0163638
3134,4,Inicial,0.0047702
3136,1,Inicial,0.06877041
3136,2,Inicial,0.04605841
3136,3,Inicial,0.0957693
3136,4,Inicial,0.04680545
3138,1,Inicial,0.02679463
3138,2,Inicial,0
3138,3,Inicial,0.00542297
3138,4,Inicial,0.05152581
3139,1,Inicial,0.013385
3139,2,Inicial,0.05473199
3139,3,Inicial,0.0429636
3139,4,Inicial,0
3144,1,Inicial,0.14960224
3144,2,Inicial,0.40079834
3144,3,Inicial,0.10144211
3144,4,Inicial,0.17580434
3153,1,Monitoreo,NULL
3153,2,Monitoreo,NULL
3153,3,Monitoreo,NULL
3153,4,Monitoreo,NULL
3156,1,Inicial,0.01763057
3156,2,Inicial,0.0214485
3156,3,Inicial,0.0319231
3156,4,Inicial,0.0403022
3162,1,Inicial,0.12718534
3162,2,Inicial,0
3162,3,Inicial,0.308314
3162,4,Inicial,0
3164,1,Inicial,0.522767
3164,2,Monitoreo,NULL
3164,3,Inicial,0.30878
3164,4,Inicial,0.2210484
3165,1,Inicial,0.8062707
3165,2,Inicial,0.0543674
3165,3,Inicial,0.4434539
3165,4,Inicial,1.0523381
3166,1,Inicial,0
3166,2,Inicial,0.1631046
3166,3,Inicial,0.10867487
3166,4,Inicial,0.2296184
3167,1,Inicial,0.590823
3167,2,Inicial,0.2614894
3167,3,Inicial,0.240728
3167,4,Inicial,0.0777785
3169,1,Monitoreo,NULL
3169,2,Monitoreo,NULL
3169,3,Monitoreo,NULL
3169,4,Monitoreo,NULL
3170,1,Inicial,0.7815797
3170,2,Inicial,1.0514025
3170,3,Inicial,1.25020202
3170,4,Inicial,1.74382438
3173,1,Inicial,0
3173,2,Inicial,0.4709115
3173,3,Inicial,0.3641841
3173,4,Inicial,0.71787126
3174,1,Monitoreo,NULL
3174,2,Monitoreo,NULL
3174,3,Monitoreo,NULL
3174,4,Monitoreo,NULL
3175,1,Inicial,0.3928413
3175,2,Inicial,0.82236756
3175,3,Inicial,0.2473359
3175,4,Inicial,0.4030725
3202,1,Inicial,0.14592217
3202,2,Inicial,0.09320175
3202,3,Monitoreo,NULL
3202,4,Monitoreo,NULL
3205,1,Inicial,0.19217591
3205,2,Inicial,0.29698097
3205,3,Inicial,0.21134413
3205,4,Inicial,0.528684
3206,1,Monitoreo,NULL
3206,2,Monitoreo,NULL
3206,3,Monitoreo,NULL
3206,4,Monitoreo,NULL
3207,1,Inicial,0.1160553
3207,2,Inicial,0.099044
3207,3,Inicial,0.099731
3207,4,Inicial,0.86818752
3208,1,Inicial,0.0260423
3208,2,Inicial,0.6884443
3208,3,Inicial,0.0406562
3208,4,Inicial,0
3276,1,Monitoreo,NULL
3276,2,Monitoreo,NULL
3276,3,Monitoreo,NULL
3276,4,Monitoreo,NULL
3278,1,Monitoreo,NULL
3278,2,Monitoreo,NULL
3278,3,Monitoreo,NULL
3278,4,Monitoreo,NULL
3327,1,Monitoreo,NULL
3327,2,Monitoreo,NULL
3327,3,Monitoreo,NULL
3327,4,Monitoreo,NULL
3328,1,Monitoreo,NULL
3328,2,Monitoreo,NULL
3328,3,Monitoreo,NULL
3328,4,Monitoreo,NULL
3329,1,Inicial,0.7355033
3329,2,Inicial,1.0358839
3329,3,Inicial,0.3612577
3329,4,Monitoreo,NULL
3330,1,Inicial,0.0579964
3330,2,Inicial,0
3330,3,Inicial,1.6444784
3330,4,Inicial,0.3527818
3334,1,Inicial,1.2891259
3334,2,Inicial,0.6000779
3334,3,Inicial,2.54159631
3334,4,Inicial,1.1425914
3341,1,Monitoreo,NULL
3341,2,Monitoreo,NULL
3341,3,Monitoreo,NULL
3341,4,Monitoreo,NULL
3350,1,Inicial,0
3350,2,Inicial,0
3350,3,Inicial,0
3350,4,Inicial,0
3369,1,Reemplazo,0.57903676
3369,2,Reemplazo,0.84379867
3369,3,Reemplazo,0.83655326
3369,4,Monitoreo,NULL
3370,1,Monitoreo,NULL
3370,2,Monitoreo,NULL
3370,3,Monitoreo,NULL
3370,4,Monitoreo,NULL
3371,1,Inicial,1.4683685
3371,2,Inicial,0.2646458
3371,3,Inicial,1.2240578
3371,4,Inicial,1.1528841
3372,1,Inicial,0
3372,2,Inicial,0.0694007
3372,3,Inicial,0
3372,4,Inicial,0
3428,1,Monitoreo,NULL
3428,2,Monitoreo,NULL
3428,3,Monitoreo,NULL
3428,4,Monitoreo,NULL
3432,1,Inicial,0
3432,2,Inicial,0
3432,3,Inicial,0
3432,4,Inicial,0
3434,1,Reemplazo,0
3434,2,Reemplazo,0
3434,3,Reemplazo,0
3434,4,Reemplazo,0
3436,1,Inicial,0
3436,2,Monitoreo,NULL
3436,3,Inicial,0.07948681
3436,4,Inicial,0
3438,1,Reemplazo,0.00915215
3438,2,Reemplazo,0.01276537
3438,3,Reemplazo,0.01051649
3438,4,Reemplazo,0
3440,1,Monitoreo,NULL
3440,2,Monitoreo,NULL
3440,3,Monitoreo,NULL
3440,4,Monitoreo,NULL
3442,1,Monitoreo,NULL
3442,2,Monitoreo,NULL
3442,3,Monitoreo,NULL
3442,4,Monitoreo,NULL
3444,1,Monitoreo,NULL
3444,2,Monitoreo,NULL
3444,3,Monitoreo,NULL
3444,4,Monitoreo,NULL
3448,1,Monitoreo,NULL
3448,2,Monitoreo,NULL
3448,3,Monitoreo,NULL
3448,4,Monitoreo,NULL
3452,1,Inicial,0
3452,2,Inicial,0
3452,3,Inicial,0
3452,4,Inicial,0
3457,1,Inicial,0
3457,2,Monitoreo,NULL
3457,3,Monitoreo,NULL
3457,4,Monitoreo,NULL
3461,1,Inicial,0
3461,2,Inicial,0
3461,3,Inicial,0
3461,4,Inicial,0
3465,1,Inicial,0.03785004
3465,2,Inicial,0.0144183
3465,3,Inicial,0
3465,4,Inicial,0.00704919
3469,1,Inicial,0.02704644
3469,2,Inicial,0.01428724
3469,3,Inicial,0.01777527
3469,4,Inicial,0.0118333
3471,1,Monitoreo,NULL
3471,2,Monitoreo,NULL
3471,3,Monitoreo,NULL
3471,4,Monitoreo,NULL
3473,1,Inicial,0.139693
3473,2,Inicial,0
3473,3,Inicial,0.12838763
3473,4,Inicial,0.0352621
3477,1,Monitoreo,NULL
3477,2,Monitoreo,NULL
3477,3,Monitoreo,NULL
3477,4,Monitoreo,NULL
3481,1,Inicial,0.23023487
3481,2,Inicial,0.06722152
3481,3,Inicial,0.05687989
3481,4,Inicial,0.06774177
3485,1,Inicial,0
3485,2,Inicial,0
3485,3,Inicial,0
3485,4,Inicial,0.0238753
3489,1,Inicial,0.01384986
3489,2,Inicial,0
3489,3,Inicial,0
3489,4,Inicial,0
3493,1,Inicial,0.3303249
3493,2,Inicial,0.75512288
3493,3,Inicial,0.113006
3493,4,Inicial,0.1651975
3494,1,Reemplazo,0.5748653
3494,2,Reemplazo,0.64163702
3494,3,Reemplazo,0
3494,4,Reemplazo,0.3694618
3495,1,Inicial,0.2704881
3495,2,Inicial,0.3470972
3495,3,Inicial,0.8178645
3495,4,Inicial,0.640018
3496,1,Inicial,0
3496,2,Inicial,0
3496,3,Inicial,0.0969086
3496,4,Inicial,0.01305635
3497,1,Monitoreo,NULL
3497,2,Monitoreo,NULL
3497,3,Monitoreo,NULL
3497,4,Monitoreo,NULL
3498,1,Inicial,0.2155737
3498,2,Inicial,0.6277385
3498,3,Inicial,0.3669984
3498,4,Inicial,0.422045
3499,1,Inicial,1.195398
3499,2,Inicial,0.3009637
3499,3,Inicial,0.23097988
3499,4,Inicial,0.8642505
3501,1,Inicial,0.0103515
3501,2,Inicial,0
3501,3,Inicial,0
3501,4,Inicial,0
3503,1,Inicial,0.09704
3503,2,Inicial,0.15297722
3503,3,Inicial,0.17494836
3503,4,Inicial,0.02085626
3505,1,Inicial,0.2438168
3505,2,Inicial,0.449308
3505,3,Inicial,0.5435438
3505,4,Inicial,0.9867747
3506,1,Inicial,0.92419863
3506,2,Inicial,0.73203398
3506,3,Inicial,1.01144437
3506,4,Inicial,1.4253478
3509,1,Monitoreo,NULL
3509,2,Monitoreo,NULL
3509,3,Monitoreo,NULL
3509,4,Monitoreo,NULL
3513,1,Reemplazo,0.1518175
3513,2,Reemplazo,0
3513,3,Reemplazo,0
3513,4,Reemplazo,0.26622557
3514,1,Inicial,1.2624268
